x1,x2,y
-2.8080779949638868,3.9419849056060694,1.0
-0.9989101903872001,-9.867854891450378,0.0
-9.142177592254576,2.3570514977550285,0.0
-2.2769296758644217,4.030268671108619,1.0
1.822357330125487,3.5470429104619248,2.0
-4.667665266190862,3.327781127447595,1.0
-3.275482315179022,4.453935888403775,1.0
-2.2771071572086465,-5.9629186335469555,3.0
4.068918415238034,5.6190162459976305,2.0
4.600772727145127,-8.216398526252748,0.0
3.3756212317030414,6.733890427522635,2.0
3.045616053159982,-3.0302586637439264,3.0
2.9357348715703897,4.487026442608653,2.0
7.794676437617157,9.253960171288075,0.0
-3.0704603404659956,3.2755602398967243,1.0
-5.4606344540602905,-9.192797348402966,0.0
-5.50662020441626,-4.09037696814139,3.0
-3.30821592816083,4.850004267969593,1.0
1.2532706334839079,7.691624501197804,2.0
2.554916714376736,2.8052682662423085,2.0
1.0324614427075565,10.932109230194293,0.0
9.264164898681926,1.6363787843298212,0.0
4.031130434680524,3.9362642794333484,2.0
2.9209372108156275,11.067194493436155,0.0
1.8371829973390021,1.888559702877754,2.0
-3.656034758240655,3.2725351935457203,1.0
3.14765184053745,3.2967931198718015,2.0
-9.40708446883345,-4.766430584333305,0.0
-3.1520189056326977,1.5174560140891615,1.0
1.9200677181031607,5.171129775509894,2.0
-1.7883603743508332,5.021725268760073,1.0
2.815115016901314,3.595550317530889,2.0
7.293201825813677,-7.061797020554639,0.0
-6.32950379750813,3.190355540296355,1.0
-3.546287997563938,-2.679321467678011,3.0
-8.293110508290857,6.149578731546262,0.0
-3.483984339600553,4.146632587646175,1.0
1.7947662133923925,-4.033150224732136,3.0
2.3588875724555476,3.5759870687478412,2.0
2.3919529648543563,-5.4379215168933035,3.0
5.235466518777972,0.8387989548633292,3.0
-3.7146641168409924,4.946548527716782,1.0
-5.241886980436049,-2.2466328739480192,3.0
5.1774428984116065,-2.419444417585079,3.0
0.8714097911730692,3.9685377755046356,2.0
-5.090485494473745,-0.5487069838822964,3.0
3.254819218346998,4.264717868113468,2.0
-1.2194137200930704,-5.242617557408473,3.0
-5.213696130711624,7.313862240846593,0.0
3.1606218250814537,3.3124775775042394,2.0
2.939130430068942,4.302113057296425,2.0
8.292342336798482,5.273918311261961,0.0
4.553032283028753,-1.5658307272546397,3.0
-1.74784096303389,4.002118421017473,1.0
-5.72913534167374,6.287575104414035,0.0
-3.2085064309537503,4.9166276887228415,1.0
2.7040284961138017,5.813673083795204,2.0
8.02951830913462,-0.22183422945767217,0.0
-3.922976898374094,2.9500864546304726,1.0
1.8550917423610234,3.782174185168263,2.0
-3.121075432390554,6.753229510803207,1.0
4.879432324511316,-8.02860501198478,0.0
3.1686808594105096,3.989159660274759,2.0
6.6452582675000595,8.207398896812583,0.0
7.210657780016433,7.237160958830677,0.0
4.817434167434063,-1.3050856029379774,3.0
3.872985641342569,4.8056694031809295,2.0
-9.211810686700883,2.3542888571718072,0.0
1.3567309654297222,4.564116926400198,2.0
-2.725539822386158,3.1919465709099626,1.0
3.6749042822183604,0.3260259281356074,3.0
-2.7303963059367558,3.5766225097642637,1.0
2.500709409194439,2.8664291789525445,2.0
-3.1011976273175317,5.2439419249661245,1.0
-4.743406380009194,-1.4932004388317681,3.0
5.014497607960005,-1.4834935840127774,3.0
1.8169693346821496,2.9458009722172283,2.0
2.57760626130957,-4.716049562161173,3.0
-3.828403221748251,3.9720522287217075,1.0
-4.610021672908997,5.917848001606666,1.0
-4.920678995394964,-1.872971395011933,3.0
-1.9593575572003321,4.943516818152708,1.0
1.327329615275999,4.144092883294512,2.0
0.1501967117003295,-10.272386913066141,0.0
-2.169794601480868,8.454737481190168,0.0
-4.470932069618503,-1.4676300376605296,3.0
8.417834195707508,-5.760649993828654,0.0
1.1828367180395372,-5.50168728535713,3.0
-1.3819315188339605,4.6200931975868675,1.0
2.8888872859272836,4.015071219282212,2.0
-3.736901352231799,4.804787443527399,1.0
0.11088282499541191,-5.375583233334883,3.0
5.427774454848228,-7.147821995201767,0.0
-7.55509634154598,-5.843038015602092,0.0
3.273088858529889,5.942379677148668,2.0
-2.8784969901810658,3.3996433057364266,1.0
-6.57562273686176,-0.7013032193906565,3.0
6.55874110524503,6.974653283767697,0.0
-3.552750787066322,5.695515819249857,1.0
-1.564143535914102,3.968066109949189,1.0
-5.9583715793877206,7.760504862986769,0.0
-6.9460396719510875,-0.9124967711536189,3.0
4.352774175754248,5.501938548798467,2.0
2.026642580565903,4.393346516026441,2.0
-9.521115197411914,-5.173778685587568,0.0
4.10227652658535,4.773266214763601,2.0
2.017606188898305,5.127936159993822,2.0
2.1929119402624186,4.28781049692637,2.0
2.231929644535632,4.410953330708032,2.0
0.21329627633009984,-6.777956139356275,3.0
2.58498619820343,5.960962623421715,2.0
